sure_s,kazanan_drone_id,kazanan_teklif_puani,enlem_deg,boylam_deg,mutlak_irtifa_m,bagil_irtifa_m,home_mesafesi_m,hedef_mesafesi_m
14.356,3,102.292,47.3979752,8.5461416,3.198,2.982,2.248,0.022
14.375,3,102.292,47.3979752,8.5461416,3.198,2.982,2.248,0.022
14.395,3,102.292,47.3979752,8.5461416,3.199,2.983,2.248,0.022
14.416,3,102.292,47.3979752,8.5461416,3.199,2.984,2.248,0.022
14.436,3,102.292,47.3979752,8.5461416,3.2,2.984,2.248,0.022
14.46,3,102.292,47.3979752,8.5461416,3.2,2.985,2.248,0.022
14.48,3,102.292,47.3979752,8.5461416,3.201,2.985,2.248,0.022
14.5,3,102.292,47.3979752,8.5461416,3.201,2.986,2.248,0.022
14.519,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.54,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.559,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.58,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.599,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.62,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.64,3,102.292,47.3979752,8.5461415,3.202,2.986,2.255,0.024
14.66,3,102.292,47.3979751,8.5461415,3.202,2.986,2.25,0.014
14.68,3,102.292,47.3979751,8.5461415,3.202,2.986,2.25,0.014
14.7,3,102.292,47.3979751,8.5461415,3.202,2.986,2.25,0.014
14.719,3,102.292,47.3979751,8.5461415,3.202,2.986,2.25,0.014
14.74,3,102.292,47.3979751,8.5461415,3.202,2.986,2.25,0.014
14.76,3,102.292,47.3979751,8.5461415,3.202,2.987,2.25,0.014
14.78,3,102.292,47.3979751,8.5461415,3.203,2.987,2.25,0.014
14.8,3,102.292,47.3979751,8.5461414,3.203,2.987,2.257,0.019
14.82,3,102.292,47.3979751,8.5461414,3.203,2.988,2.257,0.019
14.84,3,102.292,47.3979751,8.5461414,3.204,2.988,2.257,0.019
14.86,3,102.292,47.3979751,8.5461415,3.205,2.989,2.25,0.014
14.88,3,102.292,47.3979751,8.5461415,3.205,2.989,2.25,0.014
14.9,3,102.292,47.3979751,8.5461415,3.206,2.99,2.25,0.014
14.92,3,102.292,47.3979751,8.5461415,3.206,2.991,2.25,0.014
14.94,3,102.292,47.397974999999995,8.5461415,3.207,2.991,2.245,0.008
14.96,3,102.292,47.397974999999995,8.5461415,3.208,2.992,2.245,0.008
14.981,3,102.292,47.397974999999995,8.5461415,3.209,2.993,2.245,0.008
15.0,3,102.292,47.397974999999995,8.5461416,3.21,2.994,2.238,0.001
15.02,3,102.292,47.3979749,8.5461416,3.211,2.995,2.233,0.011
15.04,3,102.292,47.3979749,8.5461416,3.212,2.996,2.233,0.011
15.06,3,102.292,47.3979749,8.5461417,3.213,2.998,2.227,0.013
15.08,3,102.292,47.3979749,8.5461418,3.214,2.999,2.22,0.018
15.1,3,102.292,47.3979748,8.5461418,3.216,3.0,2.215,0.027
15.12,3,102.292,47.3979748,8.5461419,3.217,3.001,2.208,0.031
15.14,3,102.292,47.3979747,8.546142,3.219,3.003,2.197,0.045
15.16,3,102.292,47.3979747,8.546142099999999,3.22,3.004,2.19,0.05
15.18,3,102.292,47.3979746,8.5461422,3.221,3.006,2.178,0.063
15.2,3,102.292,47.3979746,8.5461423,3.223,3.007,2.171,0.068
15.221,3,102.292,47.3979745,8.5461425,3.224,3.008,2.153,0.087
15.24,3,102.292,47.3979745,8.5461426,3.225,3.009,2.146,0.093
15.26,3,102.292,47.397974399999995,8.546142699999999,3.226,3.011,2.135,0.106
15.28,3,102.292,47.397974399999995,8.5461429,3.227,3.011,2.121,0.118
15.3,3,102.292,47.3979743,8.5461431,3.228,3.012,2.103,0.137
15.323,3,102.292,47.3979743,8.5461432,3.229,3.013,2.096,0.143
15.34,3,102.292,47.3979742,8.5461435,3.229,3.014,2.071,0.168
15.36,3,102.292,47.3979741,8.5461437,3.23,3.014,2.052,0.187
15.38,3,102.292,47.397974,8.546143899999999,3.23,3.014,2.034,0.205
15.4,3,102.292,47.397974,8.5461441,3.23,3.014,2.02,0.218
15.42,3,102.292,47.3979739,8.5461444,3.23,3.014,1.995,0.243
15.44,3,102.292,47.397973799999995,8.5461447,3.229,3.014,1.97,0.268
15.46,3,102.292,47.397973699999994,8.546145,3.229,3.013,1.945,0.293
15.48,3,102.292,47.3979736,8.5461452,3.228,3.013,1.926,0.312
15.5,3,102.292,47.3979735,8.5461456,3.228,3.012,1.894,0.344
15.52,3,102.292,47.3979735,8.546145899999999,3.227,3.011,1.874,0.364
15.54,3,102.292,47.3979734,8.5461463,3.226,3.01,1.842,0.395
15.562,3,102.292,47.3979733,8.546146499999999,3.225,3.009,1.824,0.414
15.581,3,102.292,47.397973199999996,8.5461469,3.224,3.008,1.792,0.446
15.6,3,102.292,47.397973099999994,8.5461472,3.223,3.008,1.767,0.471
15.62,3,102.292,47.397973,8.546147699999999,3.222,3.006,1.728,0.51
15.64,3,102.292,47.3979729,8.5461479,3.222,3.006,1.71,0.528
15.66,3,102.292,47.3979728,8.5461484,3.22,3.005,1.671,0.567
15.68,3,102.292,47.3979727,8.5461487,3.22,3.004,1.646,0.592
15.7,3,102.292,47.397972599999996,8.5461492,3.219,3.003,1.607,0.631
15.72,3,102.292,47.397972499999995,8.5461495,3.218,3.002,1.582,0.656
15.74,3,102.292,47.3979724,8.5461499,3.217,3.001,1.55,0.688
15.76,3,102.292,47.3979723,8.546150299999999,3.216,3.001,1.519,0.72
15.78,3,102.292,47.3979722,8.5461507,3.216,3.0,1.487,0.752
15.8,3,102.292,47.3979721,8.5461511,3.215,2.999,1.455,0.784
15.82,3,102.292,47.397971999999996,8.546151499999999,3.214,2.999,1.423,0.816
15.844,3,102.292,47.397971899999995,8.5461519,3.214,2.998,1.391,0.848
15.86,3,102.292,47.3979718,8.5461523,3.214,2.998,1.359,0.88
15.879,3,102.292,47.3979717,8.5461527,3.213,2.997,1.328,0.912
15.9,3,102.292,47.3979716,8.5461531,3.213,2.997,1.296,0.944
15.92,3,102.292,47.3979715,8.546153499999999,3.213,2.997,1.264,0.976
15.94,3,102.292,47.397971399999996,8.5461539,3.212,2.997,1.232,1.008
15.96,3,102.292,47.397971399999996,8.5461542,3.212,2.997,1.213,1.029
15.98,3,102.292,47.397971299999995,8.546154699999999,3.212,2.997,1.175,1.068
16.002,3,102.292,47.3979712,8.546154999999999,3.212,2.997,1.15,1.093
16.019,3,102.292,47.3979711,8.5461555,3.213,2.997,1.111,1.132
16.04,3,102.292,47.397971,8.5461558,3.213,2.997,1.086,1.157
16.06,3,102.292,47.397971,8.5461562,3.213,2.997,1.061,1.185
16.08,3,102.292,47.3979709,8.5461565,3.214,2.998,1.036,1.21
16.1,3,102.292,47.397970799999996,8.5461569,3.214,2.998,1.004,1.242
16.12,3,102.292,47.397970799999996,8.5461571,3.215,2.999,0.991,1.256
16.14,3,102.292,47.397970699999995,8.5461575,3.215,3.0,0.96,1.288
16.16,3,102.292,47.3979706,8.5461578,3.216,3.0,0.935,1.313
16.179,3,102.292,47.3979706,8.5461581,3.216,3.001,0.916,1.334
16.2,3,102.292,47.3979705,8.5461584,3.217,3.001,0.891,1.359
16.22,3,102.292,47.3979705,8.5461587,3.217,3.001,0.873,1.38
16.24,3,102.292,47.3979704,8.5461589,3.217,3.002,0.854,1.398
16.26,3,102.292,47.3979704,8.5461592,3.218,3.002,0.836,1.419
16.28,3,102.292,47.3979703,8.546159399999999,3.218,3.002,0.817,1.438
16.3,3,102.292,47.3979703,8.5461597,3.218,3.002,0.799,1.459
16.32,3,102.292,47.397970199999996,8.5461599,3.218,3.002,0.78,1.477
16.341,3,102.292,47.397970199999996,8.5461602,3.217,3.002,0.762,1.498
16.36,3,102.292,47.397970199999996,8.5461603,3.217,3.001,0.756,1.505
16.38,3,102.292,47.397970099999995,8.5461606,3.217,3.001,0.731,1.53
16.4,3,102.292,47.397970099999995,8.5461607,3.216,3.001,0.726,1.537
16.42,3,102.292,47.397970099999995,8.5461609,3.216,3.0,0.714,1.551
16.44,3,102.292,47.39797,8.546161,3.215,3.0,0.701,1.562
16.46,3,102.292,47.39797,8.5461612,3.215,2.999,0.69,1.576
16.48,3,102.292,47.39797,8.5461613,3.214,2.998,0.684,1.583
16.5,3,102.292,47.39797,8.546161399999999,3.214,2.998,0.678,1.59
16.52,3,102.292,47.3979699,8.5461615,3.213,2.997,0.665,1.601
16.54,3,102.292,47.3979699,8.546161699999999,3.212,2.996,0.654,1.615
16.56,3,102.292,47.3979699,8.546161699999999,3.212,2.996,0.654,1.615
16.58,3,102.292,47.3979699,8.5461619,3.211,2.995,0.643,1.629
16.6,3,102.292,47.3979699,8.5461619,3.21,2.994,0.643,1.629
16.62,3,102.292,47.3979699,8.546161999999999,3.209,2.994,0.637,1.636
16.64,3,102.292,47.3979698,8.5461621,3.209,2.993,0.624,1.647
16.66,3,102.292,47.3979698,8.5461621,3.208,2.992,0.624,1.647
16.686,3,102.292,47.3979698,8.5461622,3.208,2.992,0.618,1.654
16.706,3,102.292,47.3979698,8.546162299999999,3.207,2.991,0.613,1.661
16.726,3,102.292,47.3979698,8.546162299999999,3.207,2.991,0.613,1.661
16.746,3,102.292,47.3979698,8.5461624,3.206,2.99,0.608,1.668
16.766,3,102.292,47.3979698,8.5461624,3.206,2.99,0.608,1.668
16.786,3,102.292,47.3979698,8.5461624,3.205,2.989,0.608,1.668
16.807,3,102.292,47.3979697,8.5461625,3.205,2.989,0.594,1.679
16.826,3,102.292,47.3979697,8.5461625,3.205,2.989,0.594,1.679
16.846,3,102.292,47.3979697,8.5461625,3.205,2.989,0.594,1.679
16.866,3,102.292,47.3979697,8.5461625,3.204,2.988,0.594,1.679
16.886,3,102.292,47.3979697,8.546162599999999,3.204,2.988,0.589,1.686
16.906,3,102.292,47.3979697,8.546162599999999,3.204,2.988,0.589,1.686
16.926,3,102.292,47.3979697,8.546162599999999,3.204,2.988,0.589,1.686
16.947,3,102.292,47.397969599999996,8.546162599999999,3.204,2.988,0.581,1.69
16.966,3,102.292,47.397969599999996,8.546162599999999,3.204,2.988,0.581,1.69
16.986,3,102.292,47.397969599999996,8.546162599999999,3.204,2.989,0.581,1.69
17.007,3,102.292,47.397969599999996,8.546162599999999,3.204,2.989,0.581,1.69
17.026,3,102.292,47.397969499999995,8.5461627,3.205,2.989,0.568,1.701
17.051,3,102.292,47.397969499999995,8.5461627,3.205,2.989,0.568,1.701
17.066,3,102.292,47.397969499999995,8.5461627,3.205,2.989,0.568,1.701
17.086,3,102.292,47.397969499999995,8.5461627,3.205,2.989,0.568,1.701
17.106,3,102.292,47.3979694,8.5461627,3.205,2.989,0.561,1.705
17.126,3,102.292,47.3979694,8.5461627,3.205,2.99,0.561,1.705
17.146,3,102.292,47.3979694,8.5461627,3.206,2.99,0.561,1.705
17.166,3,102.292,47.3979693,8.5461627,3.206,2.99,0.553,1.709
17.186,3,102.292,47.3979693,8.5461627,3.206,2.99,0.553,1.709
17.207,3,102.292,47.3979693,8.5461627,3.206,2.99,0.553,1.709
17.226,3,102.292,47.3979692,8.5461627,3.207,2.991,0.546,1.714
17.246,3,102.292,47.3979692,8.5461627,3.207,2.991,0.546,1.714
17.266,3,102.292,47.3979691,8.5461627,3.207,2.991,0.539,1.718
17.286,3,102.292,47.3979691,8.5461627,3.207,2.991,0.539,1.718
17.306,3,102.292,47.397968999999996,8.5461627,3.207,2.992,0.532,1.722
17.326,3,102.292,47.397968999999996,8.5461627,3.208,2.992,0.532,1.722
17.346,3,102.292,47.397968999999996,8.5461627,3.208,2.992,0.532,1.722
17.37,3,102.292,47.397968899999995,8.5461627,3.208,2.992,0.525,1.726
17.391,3,102.292,47.397968899999995,8.5461628,3.208,2.993,0.519,1.733
17.41,3,102.292,47.3979688,8.5461628,3.209,2.993,0.512,1.738
17.43,3,102.292,47.3979688,8.5461628,3.209,2.993,0.512,1.738
17.451,3,102.292,47.3979687,8.5461628,3.209,2.993,0.505,1.742
17.47,3,102.292,47.3979686,8.5461628,3.21,2.994,0.499,1.747
17.49,3,102.292,47.3979686,8.5461628,3.21,2.994,0.499,1.747
17.511,3,102.292,47.3979685,8.5461628,3.21,2.994,0.492,1.751
17.531,3,102.292,47.3979685,8.546162899999999,3.21,2.994,0.486,1.758
17.551,3,102.292,47.397968399999996,8.546162899999999,3.211,2.995,0.48,1.763
17.57,3,102.292,47.397968399999996,8.546162899999999,3.211,2.995,0.48,1.763
17.59,3,102.292,47.397968299999995,8.546162899999999,3.211,2.995,0.474,1.767
17.61,3,102.292,47.397968299999995,8.546162899999999,3.211,2.996,0.474,1.767
17.631,3,102.292,47.3979682,8.546163,3.212,2.996,0.462,1.779
17.65,3,102.292,47.3979682,8.546163,3.212,2.996,0.462,1.779
17.671,3,102.292,47.3979681,8.546163,3.212,2.996,0.456,1.784
17.69,3,102.292,47.3979681,8.546163,3.212,2.997,0.456,1.784
17.714,3,102.292,47.397968,8.5461631,3.213,2.997,0.444,1.795
17.732,3,102.292,47.397968,8.5461631,3.213,2.997,0.444,1.795
17.75,3,102.292,47.3979679,8.5461631,3.213,2.997,0.438,1.8
17.77,3,102.292,47.3979679,8.546163199999999,3.213,2.997,0.432,1.807
17.791,3,102.292,47.397967799999996,8.546163199999999,3.213,2.997,0.426,1.812
17.81,3,102.292,47.397967799999996,8.546163199999999,3.213,2.997,0.426,1.812
17.83,3,102.292,47.397967699999995,8.5461633,3.213,2.997,0.414,1.823
17.851,3,102.292,47.397967699999995,8.5461633,3.213,2.997,0.414,1.823
17.87,3,102.292,47.3979676,8.5461633,3.213,2.997,0.409,1.828
17.891,3,102.292,47.3979676,8.5461634,3.213,2.997,0.403,1.835
17.91,3,102.292,47.3979675,8.5461634,3.213,2.997,0.398,1.84
17.93,3,102.292,47.3979675,8.5461635,3.213,2.997,0.391,1.847
17.951,3,102.292,47.3979674,8.5461635,3.213,2.997,0.386,1.852
17.97,3,102.292,47.3979674,8.5461635,3.213,2.997,0.386,1.852
17.99,3,102.292,47.3979673,8.5461636,3.213,2.997,0.375,1.864
18.01,3,102.292,47.3979673,8.5461636,3.213,2.998,0.375,1.864
18.03,3,102.292,47.3979672,8.5461637,3.213,2.998,0.364,1.875
18.05,3,102.292,47.3979672,8.5461637,3.214,2.998,0.364,1.875
18.071,3,102.292,47.397967099999995,8.5461638,3.214,2.998,0.353,1.887
18.09,3,102.292,47.397967099999995,8.5461638,3.214,2.998,0.353,1.887
18.11,3,102.292,47.397967,8.5461639,3.214,2.998,0.342,1.899
18.13,3,102.292,47.397967,8.5461639,3.214,2.998,0.342,1.899
18.15,3,102.292,47.3979669,8.546164,3.214,2.998,0.332,1.911
18.17,3,102.292,47.3979669,8.5461641,3.214,2.998,0.324,1.918
18.19,3,102.292,47.3979669,8.5461641,3.214,2.998,0.324,1.918
18.21,3,102.292,47.3979668,8.5461642,3.214,2.998,0.314,1.929
18.232,3,102.292,47.3979668,8.5461642,3.214,2.998,0.314,1.929
18.251,3,102.292,47.3979668,8.5461643,3.214,2.998,0.307,1.936
18.271,3,102.292,47.3979667,8.5461644,3.214,2.998,0.296,1.948
18.29,3,102.292,47.3979667,8.5461644,3.213,2.997,0.296,1.948
18.311,3,102.292,47.3979666,8.5461645,3.212,2.996,0.286,1.96
18.331,3,102.292,47.3979666,8.5461645,3.211,2.995,0.286,1.96
18.35,3,102.292,47.3979666,8.5461646,3.209,2.993,0.279,1.967
18.37,3,102.292,47.397966499999995,8.5461647,3.208,2.992,0.269,1.978
18.394,3,102.292,47.397966499999995,8.5461647,3.205,2.989,0.269,1.978
18.414,3,102.292,47.397966499999995,8.5461648,3.202,2.986,0.262,1.985
18.434,3,102.292,47.3979664,8.546164899999999,3.198,2.982,0.252,1.997
18.454,3,102.292,47.3979664,8.546164899999999,3.194,2.978,0.252,1.997
18.474,3,102.292,47.3979664,8.546165,3.188,2.973,0.245,2.004
18.494,3,102.292,47.3979663,8.5461651,3.184,2.968,0.236,2.016
18.514,3,102.292,47.3979663,8.5461651,3.176,2.96,0.236,2.016
18.534,3,102.292,47.3979663,8.546165199999999,3.171,2.955,0.228,2.022
18.555,3,102.292,47.3979662,8.5461653,3.161,2.945,0.219,2.034
18.574,3,102.292,47.3979662,8.5461653,3.154,2.938,0.219,2.034
18.594,3,102.292,47.3979662,8.5461654,3.143,2.927,0.212,2.041
18.614,3,102.292,47.3979661,8.546165499999999,3.135,2.919,0.204,2.053
18.634,3,102.292,47.3979661,8.546165499999999,3.121,2.905,0.204,2.053
18.654,3,102.292,47.3979661,8.5461656,3.111,2.896,0.196,2.059
18.674,3,102.292,47.397966,8.5461657,3.096,2.88,0.188,2.071
18.694,3,102.292,47.397966,8.5461657,3.085,2.87,0.188,2.071
18.717,3,102.292,47.397966,8.546165799999999,3.069,2.853,0.181,2.078
18.734,3,102.292,47.397966,8.546165799999999,3.057,2.841,0.181,2.078
18.755,3,102.292,47.397965899999996,8.5461659,3.039,2.823,0.173,2.09
18.775,3,102.292,47.397965899999996,8.546166,3.027,2.811,0.166,2.096
18.796,3,102.292,47.397965899999996,8.546166,3.008,2.792,0.166,2.096
18.814,3,102.292,47.397965799999994,8.546166099999999,2.995,2.779,0.16,2.108
18.834,3,102.292,47.397965799999994,8.5461662,2.976,2.76,0.152,2.115
18.854,3,102.292,47.397965799999994,8.5461662,2.963,2.747,0.152,2.115
18.874,3,102.292,47.397965799999994,8.5461663,2.944,2.728,0.145,2.121
18.897,3,102.292,47.397965799999994,8.5461663,2.931,2.715,0.145,2.121
18.914,3,102.292,47.3979657,8.546166399999999,2.911,2.696,0.14,2.133
18.935,3,102.292,47.3979657,8.546166399999999,2.899,2.683,0.14,2.133
18.955,3,102.292,47.3979657,8.5461665,2.88,2.664,0.132,2.14
18.975,3,102.292,47.3979657,8.5461665,2.867,2.652,0.132,2.14
18.994,3,102.292,47.3979657,8.5461666,2.849,2.633,0.125,2.147
19.014,3,102.292,47.3979656,8.5461666,2.837,2.621,0.128,2.152
19.034,3,102.292,47.3979656,8.546166699999999,2.82,2.604,0.121,2.159
19.058,3,102.292,47.3979656,8.546166699999999,2.808,2.592,0.121,2.159
19.075,3,102.292,47.3979656,8.5461668,2.792,2.576,0.114,2.165
19.094,3,102.292,47.3979656,8.5461668,2.781,2.565,0.114,2.165
19.114,3,102.292,47.3979656,8.5461668,2.765,2.549,0.114,2.165
19.134,3,102.292,47.3979656,8.5461669,2.754,2.538,0.107,2.172
19.155,3,102.292,47.3979656,8.5461669,2.739,2.523,0.107,2.172
19.174,3,102.292,47.3979656,8.5461669,2.729,2.513,0.107,2.172
19.194,3,102.292,47.3979655,8.546166999999999,2.714,2.498,0.106,2.184
19.214,3,102.292,47.3979655,8.546166999999999,2.704,2.488,0.106,2.184
19.235,3,102.292,47.3979655,8.546166999999999,2.689,2.474,0.106,2.184
19.254,3,102.292,47.3979655,8.5461671,2.68,2.464,0.1,2.19
19.274,3,102.292,47.3979655,8.5461671,2.665,2.45,0.1,2.19
19.294,3,102.292,47.3979655,8.5461671,2.656,2.44,0.1,2.19
19.315,3,102.292,47.3979655,8.5461672,2.641,2.426,0.094,2.197
19.334,3,102.292,47.3979655,8.5461672,2.632,2.416,0.094,2.197
19.355,3,102.292,47.3979655,8.5461672,2.618,2.402,0.094,2.197
19.374,3,102.292,47.3979655,8.5461672,2.608,2.392,0.094,2.197
19.394,3,102.292,47.3979655,8.5461673,2.594,2.378,0.088,2.203
19.415,3,102.292,47.3979655,8.5461673,2.585,2.369,0.088,2.203
19.434,3,102.292,47.3979655,8.5461673,2.57,2.354,0.088,2.203
19.454,3,102.292,47.3979656,8.5461673,2.561,2.345,0.081,2.198
19.474,3,102.292,47.3979656,8.5461674,2.547,2.331,0.075,2.205
19.495,3,102.292,47.3979656,8.5461674,2.537,2.321,0.075,2.205
19.514,3,102.292,47.3979656,8.5461674,2.523,2.307,0.075,2.205
19.534,3,102.292,47.3979656,8.5461674,2.514,2.298,0.075,2.205
19.555,3,102.292,47.3979656,8.5461674,2.499,2.283,0.075,2.205
19.574,3,102.292,47.3979656,8.5461675,2.49,2.274,0.069,2.211
19.594,3,102.292,47.3979656,8.5461675,2.475,2.26,0.069,2.211
19.614,3,102.292,47.3979656,8.5461675,2.466,2.25,0.069,2.211
19.634,3,102.292,47.3979656,8.5461675,2.451,2.236,0.069,2.211
19.654,3,102.292,47.3979656,8.5461675,2.442,2.226,0.069,2.211
19.674,3,102.292,47.3979656,8.5461676,2.427,2.211,0.063,2.218
19.694,3,102.292,47.3979656,8.5461676,2.417,2.202,0.063,2.218
19.715,3,102.292,47.3979656,8.5461676,2.403,2.187,0.063,2.218
19.734,3,102.292,47.3979656,8.5461676,2.393,2.177,0.063,2.218
19.754,3,102.292,47.3979656,8.5461676,2.378,2.162,0.063,2.218
19.777,3,102.292,47.3979656,8.5461676,2.368,2.152,0.063,2.218
19.794,3,102.292,47.3979656,8.5461677,2.353,2.137,0.058,2.225
19.814,3,102.292,47.3979656,8.5461677,2.342,2.127,0.058,2.225
19.834,3,102.292,47.3979656,8.5461677,2.327,2.111,0.058,2.225
19.855,3,102.292,47.3979656,8.5461677,2.317,2.101,0.058,2.225
19.874,3,102.292,47.3979657,8.5461677,2.302,2.086,0.05,2.22
19.895,3,102.292,47.3979657,8.5461677,2.291,2.075,0.05,2.22
19.915,3,102.292,47.3979657,8.5461677,2.275,2.06,0.05,2.22
19.934,3,102.292,47.3979657,8.5461677,2.265,2.049,0.05,2.22
19.954,3,102.292,47.3979657,8.5461677,2.249,2.033,0.05,2.22
19.974,3,102.292,47.3979657,8.5461678,2.239,2.023,0.045,2.226
19.994,3,102.292,47.3979657,8.5461678,2.223,2.007,0.045,2.226
20.015,3,102.292,47.3979657,8.5461678,2.212,1.996,0.045,2.226
20.034,3,102.292,47.3979657,8.5461678,2.196,1.98,0.045,2.226
20.055,3,102.292,47.3979657,8.5461678,2.185,1.969,0.045,2.226
20.074,3,102.292,47.3979657,8.5461678,2.169,1.953,0.045,2.226
20.095,3,102.292,47.3979657,8.5461678,2.158,1.942,0.045,2.226
20.116,3,102.292,47.3979657,8.5461678,2.142,1.926,0.045,2.226
20.134,3,102.292,47.3979657,8.5461678,2.131,1.915,0.045,2.226
20.154,3,102.292,47.3979657,8.5461678,2.114,1.899,0.045,2.226
20.174,3,102.292,47.3979657,8.5461678,2.104,1.888,0.045,2.226
20.194,3,102.292,47.3979657,8.5461679,2.087,1.871,0.04,2.233
20.214,3,102.292,47.3979657,8.5461679,2.076,1.86,0.04,2.233
20.234,3,102.292,47.3979657,8.5461679,2.06,1.844,0.04,2.233
20.254,3,102.292,47.3979657,8.5461679,2.049,1.833,0.04,2.233
20.275,3,102.292,47.3979657,8.5461679,2.032,1.817,0.04,2.233
20.295,3,102.292,47.3979657,8.5461679,2.021,1.806,0.04,2.233
20.314,3,102.292,47.3979657,8.5461679,2.005,1.789,0.04,2.233
20.334,3,102.292,47.3979657,8.5461679,1.994,1.778,0.04,2.233
20.355,3,102.292,47.3979657,8.546168,1.978,1.762,0.037,2.24
20.374,3,102.292,47.3979657,8.546168,1.967,1.751,0.037,2.24
20.394,3,102.292,47.3979657,8.546168,1.95,1.734,0.037,2.24
20.415,3,102.292,47.3979657,8.546168,1.939,1.723,0.037,2.24
20.434,3,102.292,47.3979657,8.546168,1.923,1.707,0.037,2.24
20.455,3,102.292,47.3979657,8.546168,1.912,1.696,0.037,2.24
20.474,3,102.292,47.3979657,8.546168,1.895,1.679,0.037,2.24
20.494,3,102.292,47.3979657,8.546168,1.884,1.668,0.037,2.24
20.514,3,102.292,47.3979657,8.5461681,1.868,1.652,0.034,2.246
20.534,3,102.292,47.3979657,8.5461681,1.857,1.641,0.034,2.246
20.554,3,102.292,47.3979657,8.5461681,1.84,1.625,0.034,2.246
20.574,3,102.292,47.3979657,8.5461681,1.83,1.614,0.034,2.246
20.594,3,102.292,47.3979657,8.5461681,1.813,1.597,0.034,2.246
20.614,3,102.292,47.3979657,8.5461681,1.802,1.586,0.034,2.246
20.634,3,102.292,47.3979657,8.5461681,1.786,1.57,0.034,2.246
20.654,3,102.292,47.3979657,8.5461681,1.775,1.559,0.034,2.246
20.674,3,102.292,47.3979657,8.5461681,1.758,1.542,0.034,2.246
20.694,3,102.292,47.3979656,8.5461681,1.747,1.531,0.045,2.251
20.714,3,102.292,47.3979656,8.5461682,1.731,1.515,0.044,2.258
20.734,3,102.292,47.3979656,8.5461682,1.719,1.504,0.044,2.258
20.754,3,102.292,47.3979656,8.5461682,1.703,1.487,0.044,2.258
20.774,3,102.292,47.3979656,8.5461682,1.692,1.476,0.044,2.258
20.794,3,102.292,47.3979656,8.5461682,1.675,1.459,0.044,2.258
20.814,3,102.292,47.3979656,8.5461682,1.664,1.448,0.044,2.258
20.834,3,102.292,47.3979656,8.5461682,1.647,1.431,0.044,2.258
20.854,3,102.292,47.3979656,8.5461682,1.636,1.42,0.044,2.258
20.876,3,102.292,47.3979656,8.5461682,1.619,1.403,0.044,2.258
20.894,3,102.292,47.3979656,8.5461682,1.608,1.392,0.044,2.258
20.914,3,102.292,47.3979656,8.5461683,1.591,1.375,0.045,2.265
20.934,3,102.292,47.3979656,8.5461683,1.579,1.364,0.045,2.265
20.955,3,102.292,47.3979656,8.5461683,1.563,1.347,0.045,2.265
20.975,3,102.292,47.3979656,8.5461683,1.551,1.335,0.045,2.265
20.994,3,102.292,47.3979656,8.5461683,1.534,1.318,0.045,2.265
21.015,3,102.292,47.3979657,8.5461683,1.523,1.307,0.034,2.26
21.034,3,102.292,47.3979657,8.5461683,1.506,1.29,0.034,2.26
21.055,3,102.292,47.3979657,8.5461683,1.495,1.279,0.034,2.26
21.075,3,102.292,47.3979657,8.5461683,1.478,1.262,0.034,2.26
21.094,3,102.292,47.3979657,8.5461683,1.467,1.251,0.034,2.26
21.114,3,102.292,47.3979657,8.5461683,1.45,1.234,0.034,2.26
21.134,3,102.292,47.3979657,8.5461683,1.438,1.223,0.034,2.26
21.156,3,102.292,47.3979657,8.5461683,1.422,1.206,0.034,2.26
21.174,3,102.292,47.3979657,8.546168399999999,1.41,1.195,0.037,2.266
21.195,3,102.292,47.3979657,8.546168399999999,1.393,1.178,0.037,2.266
21.214,3,102.292,47.3979657,8.546168399999999,1.382,1.166,0.037,2.266
21.234,3,102.292,47.3979657,8.546168399999999,1.365,1.149,0.037,2.266
21.254,3,102.292,47.3979657,8.546168399999999,1.354,1.138,0.037,2.266
21.274,3,102.292,47.3979657,8.546168399999999,1.337,1.121,0.037,2.266
21.294,3,102.292,47.3979657,8.546168399999999,1.326,1.11,0.037,2.266
21.315,3,102.292,47.3979657,8.546168399999999,1.309,1.093,0.037,2.266
21.334,3,102.292,47.3979657,8.546168399999999,1.298,1.082,0.037,2.266
21.355,3,102.292,47.397965799999994,8.546168399999999,1.281,1.065,0.027,2.261
21.375,3,102.292,47.397965799999994,8.546168399999999,1.269,1.054,0.027,2.261
21.394,3,102.292,47.397965799999994,8.546168399999999,1.253,1.037,0.027,2.261
21.414,3,102.292,47.397965799999994,8.546168399999999,1.241,1.025,0.027,2.261
21.434,3,102.292,47.397965799999994,8.546168399999999,1.224,1.008,0.027,2.261
21.455,3,102.292,47.397965799999994,8.5461685,1.213,0.997,0.032,2.268
21.474,3,102.292,47.397965799999994,8.5461685,1.196,0.98,0.032,2.268
21.494,3,102.292,47.397965799999994,8.5461685,1.185,0.969,0.032,2.268
21.519,3,102.292,47.397965799999994,8.5461685,1.168,0.952,0.032,2.268
21.539,3,102.292,47.397965799999994,8.5461685,1.157,0.941,0.032,2.268
21.559,3,102.292,47.397965799999994,8.5461685,1.14,0.924,0.032,2.268
